N_estado,voto,genero,edad,ponderado,partido,encuesta,homo_pon
HIDALGO,7.0,2.0,22.0,34386.93166699403,MORENA-PT-Partido Verde,5,34769.56506660287
HIDALGO,7.0,1.0,39.0,28979.84253237691,MORENA-PT-Partido Verde,5,29302.309677037436
HIDALGO,2.0,2.0,40.0,26816.43312070883,PAN-PRI-PRD,5,27114.827379019716
HIDALGO,1.0,1.0,23.0,26821.925540898144,PAN-PRI-PRD,5,27120.380914967467
HIDALGO,1.0,2.0,33.0,31872.10702257686,PAN-PRI-PRD,5,32226.75723623494
HIDALGO,99.0,2.0,56.0,31115.136497899664,NS,5,31461.36368015541
HIDALGO,7.0,1.0,19.0,30998.145813815405,MORENA-PT-Partido Verde,5,31343.07120667025
HIDALGO,7.0,1.0,18.0,30998.145813815405,MORENA-PT-Partido Verde,5,31343.07120667025
HIDALGO,7.0,2.0,28.0,27578.14246457574,MORENA-PT-Partido Verde,5,27885.01248450968
HIDALGO,7.0,1.0,71.0,31716.87696171637,MORENA-PT-Partido Verde,5,32069.79988529566
HIDALGO,7.0,2.0,32.0,27578.14246457574,MORENA-PT-Partido Verde,5,27885.01248450968
HIDALGO,6.0,1.0,42.0,28979.84253237691,Movimiento Ciudadano,5,29302.309677037436
COAHUILA DE ZARAGOZA,7.0,2.0,37.0,54147.941172406434,MORENA-PT-Partido Verde,5,54750.461077737324
COAHUILA DE ZARAGOZA,7.0,2.0,28.0,55685.99034384253,MORENA-PT-Partido Verde,5,56305.624570071006
COAHUILA DE ZARAGOZA,1.0,1.0,50.0,65336.69743478154,PAN-PRI-PRD,5,66063.71788838835
COAHUILA DE ZARAGOZA,99.0,2.0,73.0,74074.21575393344,NS,5,74898.46111760137
PUEBLA,6.0,1.0,32.0,74389.50338148224,Movimiento Ciudadano,5,75217.25704237052
PUEBLA,7.0,1.0,28.0,74389.50338148224,MORENA-PT-Partido Verde,5,75217.25704237052
GUANAJUATO,1.0,1.0,54.0,81760.27452082977,PAN-PRI-PRD,5,82670.04489801305
GUANAJUATO,1.0,2.0,59.0,68028.68024435555,PAN-PRI-PRD,5,68785.65517439226
GUANAJUATO,1.0,2.0,46.0,68028.68024435555,PAN-PRI-PRD,5,68785.65517439226
GUANAJUATO,3.0,2.0,28.0,69683.68522179291,PAN-PRI-PRD,5,70459.07587402953
GUANAJUATO,1.0,2.0,47.0,68028.68024435555,PAN-PRI-PRD,5,68785.65517439226
GUANAJUATO,1.0,2.0,83.0,92694.12830365569,PAN-PRI-PRD,5,93725.56285501605
GUANAJUATO,99.0,2.0,28.0,69683.68522179291,NS,5,70459.07587402953
GUANAJUATO,1.0,2.0,48.0,68028.68024435555,PAN-PRI-PRD,5,68785.65517439226
GUANAJUATO,4.0,1.0,28.0,79599.10932792429,MORENA-PT-Partido Verde,5,80484.83179083346
GUANAJUATO,1.0,1.0,61.0,80141.3247196589,PAN-PRI-PRD,5,81033.08057108523
OAXACA,7.0,2.0,40.0,80350.79290616952,MORENA-PT-Partido Verde,5,81244.87957108888
PUEBLA,2.0,2.0,30.0,34816.021027447336,PAN-PRI-PRD,5,35203.429029289255
PUEBLA,7.0,1.0,25.0,33861.33510725203,MORENA-PT-Partido Verde,5,34238.12004092548
OAXACA,1.0,1.0,42.0,86833.07415609309,PAN-PRI-PRD,5,87799.2910516448
YUCATAN,4.0,2.0,37.0,64184.79892665612,MORENA-PT-Partido Verde,5,64899.001870214735
SAN LUIS POTOSI,7.0,2.0,66.0,71797.94627377215,MORENA-PT-Partido Verde,5,72596.86292425175
OAXACA,7.0,1.0,41.0,86833.07415609309,MORENA-PT-Partido Verde,5,87799.2910516448
OAXACA,7.0,1.0,64.0,95034.12332691203,MORENA-PT-Partido Verde,5,96091.59568413092
SAN LUIS POTOSI,5.0,2.0,26.0,53974.78329288548,MORENA-PT-Partido Verde,5,54575.37642008007
YUCATAN,7.0,2.0,66.0,87804.60606392923,MORENA-PT-Partido Verde,5,88781.63347785821
OAXACA,1.0,2.0,55.0,80670.56553812185,PAN-PRI-PRD,5,81568.21040621128
SAN LUIS POTOSI,1.0,1.0,54.0,63328.92821587586,PAN-PRI-PRD,5,64033.607636868895
OAXACA,5.0,2.0,40.0,80350.79290616952,MORENA-PT-Partido Verde,5,81244.87957108888
OAXACA,99.0,2.0,55.0,80670.56553812185,NS,5,81568.21040621128
OAXACA,7.0,2.0,40.0,80350.79290616952,MORENA-PT-Partido Verde,5,81244.87957108888
OAXACA,7.0,1.0,27.0,94391.14712720345,MORENA-PT-Partido Verde,5,95441.46490106074
OAXACA,7.0,1.0,77.0,95034.12332691203,MORENA-PT-Partido Verde,5,96091.59568413092
YUCATAN,7.0,2.0,69.0,87804.60606392923,MORENA-PT-Partido Verde,5,88781.63347785821
SAN LUIS POTOSI,4.0,1.0,59.0,63328.92821587586,MORENA-PT-Partido Verde,5,64033.607636868895
YUCATAN,7.0,1.0,62.0,75913.95027093175,MORENA-PT-Partido Verde,5,76758.66689616596
YUCATAN,7.0,1.0,33.0,75400.33619694105,MORENA-PT-Partido Verde,5,76239.33768884726
SAN LUIS POTOSI,5.0,2.0,32.0,53974.78329288548,MORENA-PT-Partido Verde,5,54575.37642008007
SAN LUIS POTOSI,5.0,2.0,21.0,67300.65983295793,MORENA-PT-Partido Verde,5,68049.53386793092
SAN LUIS POTOSI,7.0,1.0,60.0,63328.92821587586,MORENA-PT-Partido Verde,5,64033.607636868895
SAN LUIS POTOSI,5.0,2.0,45.0,52483.99772528633,MORENA-PT-Partido Verde,5,53068.00244746294
YUCATAN,1.0,1.0,68.0,75913.95027093175,PAN-PRI-PRD,5,76758.66689616596
CIUDAD DE MEXICO,7.0,1.0,25.0,56268.56827326525,MORENA-PT-Partido Verde,5,56894.685013718336
CIUDAD DE MEXICO,6.0,1.0,37.0,60795.569862987664,Movimiento Ciudadano,5,61472.05986806013
YUCATAN,7.0,2.0,32.0,66007.9407612388,MORENA-PT-Partido Verde,5,66742.43033475587
PUEBLA,7.0,2.0,29.0,34816.021027447336,MORENA-PT-Partido Verde,5,35203.429029289255
PUEBLA,99.0,2.0,34.0,34816.021027447336,NS,5,35203.429029289255
PUEBLA,7.0,1.0,52.0,40849.84064586813,MORENA-PT-Partido Verde,5,41304.388715209556
PUEBLA,7.0,1.0,29.0,39770.05887829231,MORENA-PT-Partido Verde,5,40212.59190155273
CIUDAD DE MEXICO,4.0,1.0,29.0,66087.30181893219,MORENA-PT-Partido Verde,5,66822.67446604233
CIUDAD DE MEXICO,4.0,2.0,19.0,72138.87046483722,MORENA-PT-Partido Verde,5,72941.5806780429
YUCATAN,7.0,1.0,55.0,77447.50209487697,MORENA-PT-Partido Verde,5,78309.28299771393
CIUDAD DE MEXICO,7.0,2.0,78.0,76959.46456900216,MORENA-PT-Partido Verde,5,77815.81493620801
CIUDAD DE MEXICO,1.0,1.0,70.0,66537.47711042713,PAN-PRI-PRD,5,67277.85898906374
YUCATAN,7.0,2.0,36.0,64184.79892665612,MORENA-PT-Partido Verde,5,64899.001870214735
CIUDAD DE MEXICO,7.0,2.0,28.0,57855.003353568085,MORENA-PT-Partido Verde,5,58498.77281901313
CIUDAD DE MEXICO,2.0,1.0,18.0,56268.56827326525,PAN-PRI-PRD,5,56894.685013718336
YUCATAN,4.0,1.0,20.0,64197.944966022544,MORENA-PT-Partido Verde,5,64912.29418938835
CIUDAD DE MEXICO,7.0,2.0,18.0,72138.87046483722,MORENA-PT-Partido Verde,5,72941.5806780429
CIUDAD DE MEXICO,5.0,2.0,60.0,56480.93253318809,MORENA-PT-Partido Verde,5,57109.412312586224
ZACATECAS,4.0,1.0,21.0,56072.411521721915,MORENA-PT-Partido Verde,5,56696.34556889413
ZACATECAS,99.0,1.0,78.0,66305.52211732185,NS,5,67043.3229652219
SAN LUIS POTOSI,7.0,1.0,27.0,61654.95786577273,MORENA-PT-Partido Verde,5,62341.01053134289
SAN LUIS POTOSI,2.0,2.0,27.0,53974.78329288548,PAN-PRI-PRD,5,54575.37642008007
DURANGO,4.0,1.0,25.0,31101.334306057804,MORENA-PT-Partido Verde,5,31447.407907306744
BAJA CALIFORNIA,1.0,1.0,26.0,72196.0488194791,PAN-PRI-PRD,5,72999.39527288302
ZACATECAS,7.0,2.0,85.0,76691.17768995707,MORENA-PT-Partido Verde,5,77544.54275095435
CIUDAD DE MEXICO,1.0,1.0,71.0,64665.26390358502,PAN-PRI-PRD,5,65384.81312081805
CIUDAD DE MEXICO,6.0,1.0,18.0,54685.29879527665,Movimiento Ciudadano,5,55293.798035316315
GUANAJUATO,7.0,2.0,35.0,77650.12189331577,MORENA-PT-Partido Verde,5,78514.15740563798
VERACRUZ DE IGNACIO DE LA LLAVE,7.0,1.0,48.0,74602.72975244666,MORENA-PT-Partido Verde,5,75432.85604524052
PUEBLA,1.0,2.0,44.0,33854.401202365276,PAN-PRI-PRD,5,34231.108980460405
PUEBLA,2.0,1.0,64.0,40040.96565395942,PAN-PRI-PRD,5,40486.513135780864
PUEBLA,1.0,2.0,32.0,34816.021027447336,PAN-PRI-PRD,5,35203.429029289255
VERACRUZ DE IGNACIO DE LA LLAVE,7.0,2.0,38.0,61827.18717867076,MORENA-PT-Partido Verde,5,62515.15628994607
VERACRUZ DE IGNACIO DE LA LLAVE,7.0,1.0,54.0,74602.72975244666,MORENA-PT-Partido Verde,5,75432.85604524052
VERACRUZ DE IGNACIO DE LA LLAVE,7.0,1.0,41.0,66815.08090925074,MORENA-PT-Partido Verde,5,67558.55176617471
CIUDAD DE MEXICO,7.0,1.0,64.0,64665.26390358502,MORENA-PT-Partido Verde,5,65384.81312081805
VERACRUZ DE IGNACIO DE LA LLAVE,7.0,2.0,53.0,62073.24128287134,MORENA-PT-Partido Verde,5,62763.94830979698
VERACRUZ DE IGNACIO DE LA LLAVE,7.0,2.0,37.0,61827.18717867076,MORENA-PT-Partido Verde,5,62515.15628994607
VERACRUZ DE IGNACIO DE LA LLAVE,99.0,1.0,62.0,73125.50777383459,NS,5,73939.19658761384
PUEBLA,7.0,2.0,33.0,34816.021027447336,MORENA-PT-Partido Verde,5,35203.429029289255
VERACRUZ DE IGNACIO DE LA LLAVE,1.0,2.0,70.0,84579.40049741972,PAN-PRI-PRD,5,85520.54011006704
VERACRUZ DE IGNACIO DE LA LLAVE,7.0,1.0,24.0,61839.850342693375,MORENA-PT-Partido Verde,5,62527.96036068135
VERACRUZ DE IGNACIO DE LA LLAVE,1.0,1.0,38.0,66815.08090925074,PAN-PRI-PRD,5,67558.55176617471
ZACATECAS,99.0,1.0,86.0,66305.52211732185,NS,5,67043.3229652219
GUANAJUATO,1.0,2.0,54.0,75805.91204960525,PAN-PRI-PRD,5,76649.42650209797
CIUDAD DE MEXICO,7.0,2.0,57.0,54891.68760813785,MORENA-PT-Partido Verde,5,55502.48339658349
CIUDAD DE MEXICO,7.0,2.0,29.0,56227.095202186276,MORENA-PT-Partido Verde,5,56852.75045970355
DURANGO,7.0,1.0,34.0,36528.444393217855,MORENA-PT-Partido Verde,5,36934.90702838268
DURANGO,4.0,2.0,42.0,31094.965576258863,MORENA-PT-Partido Verde,5,31440.96831079722
DURANGO,7.0,2.0,29.0,31978.20480945746,MORENA-PT-Partido Verde,5,32334.035604078046
DURANGO,7.0,2.0,26.0,31978.20480945746,MORENA-PT-Partido Verde,5,32334.035604078046
DURANGO,7.0,1.0,29.0,36528.444393217855,MORENA-PT-Partido Verde,5,36934.90702838268
DURANGO,6.0,2.0,32.0,31978.20480945746,Movimiento Ciudadano,5,32334.035604078046
DURANGO,1.0,2.0,23.0,39873.32885194994,PAN-PRI-PRD,5,40317.01099027189
DURANGO,4.0,2.0,54.0,31218.71443576793,MORENA-PT-Partido Verde,5,31566.09415989263
DURANGO,7.0,2.0,51.0,31218.71443576793,MORENA-PT-Partido Verde,5,31566.09415989263
ZACATECAS,99.0,1.0,30.0,65856.91617307553,NS,5,66589.72525203283
CIUDAD DE MEXICO,2.0,1.0,38.0,59084.920860981234,PAN-PRI-PRD,5,59742.375976592964
BAJA CALIFORNIA,1.0,2.0,45.0,61457.138130974396,PAN-PRI-PRD,5,62140.98959876486
CIUDAD DE MEXICO,7.0,2.0,56.0,54891.68760813785,MORENA-PT-Partido Verde,5,55502.48339658349
GUANAJUATO,5.0,1.0,53.0,91107.34115692113,MORENA-PT-Partido Verde,5,92121.11906574384
ZACATECAS,7.0,1.0,26.0,65856.91617307553,MORENA-PT-Partido Verde,5,66589.72525203283
ZACATECAS,7.0,1.0,44.0,60583.63162004831,MORENA-PT-Partido Verde,5,61257.763326590735
ZACATECAS,3.0,2.0,38.0,56060.929376465945,PAN-PRI-PRD,5,56684.73565846514
ZACATECAS,99.0,2.0,42.0,56060.929376465945,NS,5,56684.73565846514
ZACATECAS,1.0,1.0,33.0,65856.91617307553,PAN-PRI-PRD,5,66589.72525203283
GUANAJUATO,99.0,2.0,26.0,77650.12189331577,NS,5,78514.15740563798
GUANAJUATO,5.0,1.0,39.0,81596.80471513518,MORENA-PT-Partido Verde,5,82504.7561162001
BAJA CALIFORNIA,4.0,2.0,59.0,61701.71954830215,MORENA-PT-Partido Verde,5,62388.29254472738
GUANAJUATO,99.0,1.0,40.0,81596.80471513518,NS,5,82504.7561162001
GUANAJUATO,7.0,1.0,40.0,81596.80471513518,MORENA-PT-Partido Verde,5,82504.7561162001
GUANAJUATO,7.0,2.0,21.0,96821.22133167695,MORENA-PT-Partido Verde,5,97898.57924866662
GUANAJUATO,1.0,2.0,23.0,96821.22133167695,PAN-PRI-PRD,5,97898.57924866662
CIUDAD DE MEXICO,5.0,2.0,20.0,70109.04679438466,MORENA-PT-Partido Verde,5,70889.17056867357
GUANAJUATO,4.0,2.0,69.0,103291.18413677838,MORENA-PT-Partido Verde,5,104440.53521347864
CIUDAD DE MEXICO,7.0,2.0,35.0,56227.095202186276,MORENA-PT-Partido Verde,5,56852.75045970355
CIUDAD DE MEXICO,99.0,2.0,50.0,54891.68760813785,NS,5,55502.48339658349
BAJA CALIFORNIA,2.0,2.0,82.0,84073.17454671695,PAN-PRI-PRD,5,85008.68123583497
BAJA CALIFORNIA,1.0,2.0,45.0,61457.138130974396,PAN-PRI-PRD,5,62140.98959876486
BAJA CALIFORNIA,99.0,2.0,76.0,84073.17454671695,NS,5,85008.68123583497
BAJA CALIFORNIA,7.0,1.0,41.0,66415.17824198604,MORENA-PT-Partido Verde,5,67154.19926550904
SAN LUIS POTOSI,5.0,2.0,28.0,36607.05491023637,MORENA-PT-Partido Verde,5,37014.39226750968
BAJA CALIFORNIA,7.0,1.0,48.0,74156.21632752466,MORENA-PT-Partido Verde,5,74981.37413544749
SAN LUIS POTOSI,6.0,1.0,22.0,35603.25726560985,Movimiento Ciudadano,5,35999.42507425921
SAN LUIS POTOSI,7.0,1.0,22.0,35603.25726560985,MORENA-PT-Partido Verde,5,35999.42507425921
GUANAJUATO,99.0,2.0,44.0,67759.01918539469,NS,5,68512.99351832285
VERACRUZ DE IGNACIO DE LA LLAVE,7.0,1.0,24.0,59204.87705781648,MORENA-PT-Partido Verde,5,59863.66696095283
GUANAJUATO,4.0,2.0,46.0,68028.68024435555,MORENA-PT-Partido Verde,5,68785.65517439226
VERACRUZ DE IGNACIO DE LA LLAVE,7.0,1.0,40.0,63968.11487930197,MORENA-PT-Partido Verde,5,64679.90671638318
VERACRUZ DE IGNACIO DE LA LLAVE,99.0,1.0,61.0,70009.6567755005,NS,5,70788.6746081142
VERACRUZ DE IGNACIO DE LA LLAVE,7.0,2.0,24.0,75903.35222710285,MORENA-PT-Partido Verde,5,76747.95092481801
VERACRUZ DE IGNACIO DE LA LLAVE,1.0,1.0,36.0,63968.11487930197,PAN-PRI-PRD,5,64679.90671638318
VERACRUZ DE IGNACIO DE LA LLAVE,7.0,1.0,39.0,63968.11487930197,MORENA-PT-Partido Verde,5,64679.90671638318
GUANAJUATO,6.0,1.0,57.0,81760.27452082977,Movimiento Ciudadano,5,82670.04489801305
BAJA CALIFORNIA,99.0,2.0,64.0,84073.17454671695,NS,5,85008.68123583497
GUANAJUATO,7.0,1.0,63.0,80141.3247196589,MORENA-PT-Partido Verde,5,81033.08057108523
GUANAJUATO,1.0,1.0,71.0,80141.3247196589,PAN-PRI-PRD,5,81033.08057108523
GUANAJUATO,1.0,2.0,70.0,92694.12830365569,PAN-PRI-PRD,5,93725.56285501605
GUANAJUATO,99.0,2.0,53.0,68028.68024435555,NS,5,68785.65517439226
GUANAJUATO,1.0,2.0,67.0,92694.12830365569,PAN-PRI-PRD,5,93725.56285501605
GUANAJUATO,7.0,1.0,39.0,73225.46206283604,MORENA-PT-Partido Verde,5,74040.26309708838
BAJA CALIFORNIA,2.0,2.0,61.0,84073.17454671695,PAN-PRI-PRD,5,85008.68123583497
GUANAJUATO,2.0,1.0,63.0,80141.3247196589,PAN-PRI-PRD,5,81033.08057108523
VERACRUZ DE IGNACIO DE LA LLAVE,4.0,2.0,30.0,60874.09837927248,MORENA-PT-Partido Verde,5,61551.46219400739
SAN LUIS POTOSI,5.0,2.0,24.0,67300.65983295793,MORENA-PT-Partido Verde,5,68049.53386793092
SAN LUIS POTOSI,4.0,2.0,34.0,53974.78329288548,MORENA-PT-Partido Verde,5,54575.37642008007
AGUASCALIENTES,99.0,2.0,21.0,125789.68351171457,NS,5,127189.38194087116
SAN LUIS POTOSI,7.0,1.0,19.0,52494.747259626885,MORENA-PT-Partido Verde,5,53078.871595001576
AGUASCALIENTES,7.0,2.0,21.0,125789.68351171457,MORENA-PT-Partido Verde,5,127189.38194087116
SAN LUIS POTOSI,7.0,1.0,35.0,61654.95786577273,MORENA-PT-Partido Verde,5,62341.01053134289
SAN LUIS POTOSI,5.0,2.0,24.0,45644.99938112716,MORENA-PT-Partido Verde,5,46152.904577714035
SAN LUIS POTOSI,1.0,1.0,54.0,42951.2711524043,PAN-PRI-PRD,5,43429.20245077425
SAN LUIS POTOSI,7.0,1.0,59.0,42951.2711524043,MORENA-PT-Partido Verde,5,43429.20245077425
SAN LUIS POTOSI,99.0,2.0,50.0,52692.86867081134,NS,5,53279.197560806686
SAN LUIS POTOSI,7.0,2.0,65.0,71797.94627377215,MORENA-PT-Partido Verde,5,72596.86292425175
SAN LUIS POTOSI,7.0,1.0,56.0,63328.92821587586,MORENA-PT-Partido Verde,5,64033.607636868895
VERACRUZ DE IGNACIO DE LA LLAVE,1.0,1.0,34.0,79522.42818231408,PAN-PRI-PRD,5,80407.29739179212
AGUASCALIENTES,7.0,1.0,45.0,106010.19176904306,MORENA-PT-Partido Verde,5,107189.79803524293
AGUASCALIENTES,7.0,1.0,50.0,118366.23678257028,MORENA-PT-Partido Verde,5,119683.33235880894
AGUASCALIENTES,2.0,2.0,35.0,100882.67967768955,PAN-PRI-PRD,5,102005.23062409382
AGUASCALIENTES,2.0,1.0,41.0,106010.19176904306,PAN-PRI-PRD,5,107189.79803524293
AGUASCALIENTES,7.0,1.0,27.0,115237.46804434241,MORENA-PT-Partido Verde,5,116519.74889996304
AGUASCALIENTES,6.0,2.0,30.0,100882.67967768955,Movimiento Ciudadano,5,102005.23062409382
AGUASCALIENTES,99.0,2.0,52.0,98486.69076762573,NS,5,99582.58084789164
AGUASCALIENTES,1.0,1.0,38.0,106010.19176904306,PAN-PRI-PRD,5,107189.79803524293
VERACRUZ DE IGNACIO DE LA LLAVE,3.0,2.0,78.0,92604.83217949452,PAN-PRI-PRD,5,93635.27310688487
VERACRUZ DE IGNACIO DE LA LLAVE,7.0,1.0,33.0,79522.42818231408,MORENA-PT-Partido Verde,5,80407.29739179212
VERACRUZ DE IGNACIO DE LA LLAVE,99.0,1.0,36.0,73154.92091776265,NS,5,73968.93702015733
VERACRUZ DE IGNACIO DE LA LLAVE,1.0,2.0,52.0,67963.14537619519,PAN-PRI-PRD,5,68719.39108067493
VERACRUZ DE IGNACIO DE LA LLAVE,1.0,1.0,39.0,73154.92091776265,PAN-PRI-PRD,5,73968.93702015733
VERACRUZ DE IGNACIO DE LA LLAVE,2.0,1.0,42.0,73154.92091776265,PAN-PRI-PRD,5,73968.93702015733
VERACRUZ DE IGNACIO DE LA LLAVE,99.0,1.0,36.0,73154.92091776265,NS,5,73968.93702015733
VERACRUZ DE IGNACIO DE LA LLAVE,7.0,1.0,18.0,67707.6088185903,MORENA-PT-Partido Verde,5,68461.01109340011
VERACRUZ DE IGNACIO DE LA LLAVE,7.0,1.0,51.0,81681.51143455158,MORENA-PT-Partido Verde,5,82590.4053919438
VERACRUZ DE IGNACIO DE LA LLAVE,4.0,1.0,60.0,71423.93486877157,MORENA-PT-Partido Verde,5,72218.68978546307
VERACRUZ DE IGNACIO DE LA LLAVE,7.0,1.0,21.0,59204.87705781648,MORENA-PT-Partido Verde,5,59863.66696095283
VERACRUZ DE IGNACIO DE LA LLAVE,1.0,2.0,25.0,75903.35222710285,PAN-PRI-PRD,5,76747.95092481801
SAN LUIS POTOSI,7.0,2.0,35.0,36607.05491023637,MORENA-PT-Partido Verde,5,37014.39226750968
SAN LUIS POTOSI,2.0,1.0,20.0,35603.25726560985,PAN-PRI-PRD,5,35999.42507425921
SAN LUIS POTOSI,1.0,1.0,32.0,41815.94237874695,PAN-PRI-PRD,5,42281.24054332802
SAN LUIS POTOSI,5.0,2.0,40.0,35595.96666118576,MORENA-PT-Partido Verde,5,35992.053345157205
SAN LUIS POTOSI,1.0,1.0,50.0,63328.92821587586,PAN-PRI-PRD,5,64033.607636868895
SAN LUIS POTOSI,99.0,2.0,40.0,52483.99772528633,NS,5,53068.00244746294
SAN LUIS POTOSI,7.0,2.0,27.0,53974.78329288548,MORENA-PT-Partido Verde,5,54575.37642008007
DURANGO,3.0,2.0,46.0,26306.276511970642,PAN-PRI-PRD,5,26598.994109175943
DURANGO,6.0,1.0,33.0,30780.491001230275,Movimiento Ciudadano,5,31122.99448562038
DURANGO,7.0,2.0,25.0,33599.03933232959,MORENA-PT-Partido Verde,5,33972.9056245542
DURANGO,4.0,2.0,20.0,33599.03933232959,MORENA-PT-Partido Verde,5,33972.9056245542
DURANGO,1.0,1.0,50.0,31616.200424791157,PAN-PRI-PRD,5,31968.00309123446
DURANGO,99.0,2.0,27.0,26946.256861563965,NS,5,27246.095706434488
DURANGO,7.0,2.0,47.0,26306.276511970642,MORENA-PT-Partido Verde,5,26598.994109175943
DURANGO,1.0,2.0,30.0,26946.256861563965,PAN-PRI-PRD,5,27246.095706434488
DURANGO,7.0,2.0,18.0,33599.03933232959,MORENA-PT-Partido Verde,5,33972.9056245542
DURANGO,3.0,2.0,18.0,33599.03933232959,PAN-PRI-PRD,5,33972.9056245542
ZACATECAS,5.0,2.0,39.0,56958.96047949849,MORENA-PT-Partido Verde,5,57592.759415021865
ZACATECAS,5.0,2.0,50.0,57185.640466677556,MORENA-PT-Partido Verde,5,57821.96173641085
VERACRUZ DE IGNACIO DE LA LLAVE,7.0,1.0,36.0,60035.28500520383,MORENA-PT-Partido Verde,5,60703.315099324594
VERACRUZ DE IGNACIO DE LA LLAVE,7.0,2.0,25.0,71236.73086822436,MORENA-PT-Partido Verde,5,72029.40271150171
VERACRUZ DE IGNACIO DE LA LLAVE,3.0,1.0,56.0,67032.71300288483,PAN-PRI-PRD,5,67778.60551547316
ZACATECAS,99.0,1.0,50.0,68728.56634012041,NS,5,69493.32910650015
ZACATECAS,5.0,1.0,65.0,67367.65972057685,MORENA-PT-Partido Verde,5,68117.27928280483
ZACATECAS,1.0,1.0,50.0,68728.56634012041,PAN-PRI-PRD,5,69493.32910650015
ZACATECAS,7.0,2.0,45.0,56958.96047949849,MORENA-PT-Partido Verde,5,57592.759415021865
VERACRUZ DE IGNACIO DE LA LLAVE,7.0,1.0,32.0,65260.84069720967,MORENA-PT-Partido Verde,5,65987.0170708136
VERACRUZ DE IGNACIO DE LA LLAVE,7.0,1.0,22.0,55564.89627012832,MORENA-PT-Partido Verde,5,56183.18304734488
VERACRUZ DE IGNACIO DE LA LLAVE,3.0,1.0,52.0,67032.71300288483,PAN-PRI-PRD,5,67778.60551547316
ZACATECAS,5.0,2.0,70.0,77919.68145648023,MORENA-PT-Partido Verde,5,78786.71643653772
VERACRUZ DE IGNACIO DE LA LLAVE,7.0,1.0,36.0,60035.28500520383,MORENA-PT-Partido Verde,5,60703.315099324594
ZACATECAS,7.0,2.0,40.0,56958.96047949849,MORENA-PT-Partido Verde,5,57592.759415021865
CAMPECHE,7.0,1.0,49.0,74694.11980792906,MORENA-PT-Partido Verde,5,75525.26302447636
CAMPECHE,99.0,2.0,52.0,62149.28242752701,NS,5,62840.83558640683
CAMPECHE,7.0,1.0,52.0,74694.11980792906,MORENA-PT-Partido Verde,5,75525.26302447636
CAMPECHE,4.0,1.0,51.0,74694.11980792906,MORENA-PT-Partido Verde,5,75525.26302447636
CAMPECHE,4.0,1.0,52.0,74694.11980792906,MORENA-PT-Partido Verde,5,75525.26302447636
CAMPECHE,1.0,2.0,53.0,62149.28242752701,PAN-PRI-PRD,5,62840.83558640683
CAMPECHE,2.0,2.0,27.0,63661.25313447383,PAN-PRI-PRD,5,64369.63043158472
NAYARIT,6.0,2.0,58.0,85263.27069628409,Movimiento Ciudadano,5,86212.01993172697
CAMPECHE,6.0,1.0,37.0,66896.930916236,Movimiento Ciudadano,5,67641.3125420164
NAYARIT,2.0,1.0,53.0,102473.66836504836,PAN-PRI-PRD,5,103613.92270575599
CAMPECHE,7.0,2.0,65.0,84683.01220344947,MORENA-PT-Partido Verde,5,85625.30473371391
NAYARIT,99.0,1.0,35.0,99764.98708238632,NS,5,100875.10113789262
CAMPECHE,1.0,1.0,22.0,61915.60557809288,PAN-PRI-PRD,5,62604.558546639506
VERACRUZ DE IGNACIO DE LA LLAVE,99.0,2.0,33.0,57131.49203364986,NS,5,57767.2107780048
NAYARIT,4.0,2.0,56.0,85263.27069628409,MORENA-PT-Partido Verde,5,86212.01993172697
ZACATECAS,99.0,2.0,30.0,58576.85545527272,NS,5,59228.65717920379
ZACATECAS,1.0,1.0,44.0,61554.11117032684,PAN-PRI-PRD,5,62239.04168535761
NAYARIT,99.0,1.0,36.0,91776.6208501759,NS,5,92797.84602899058
BAJA CALIFORNIA,7.0,1.0,46.0,74156.21632752466,MORENA-PT-Partido Verde,5,74981.37413544749
NAYARIT,7.0,2.0,25.0,108900.39813973315,MORENA-PT-Partido Verde,5,110112.16457363563
NAYARIT,7.0,1.0,46.0,102473.66836504836,MORENA-PT-Partido Verde,5,103613.92270575599
NAYARIT,7.0,2.0,27.0,87337.55961219537,MORENA-PT-Partido Verde,5,88309.39006428627
NAYARIT,1.0,2.0,76.0,116177.53754919334,PAN-PRI-PRD,5,117470.27883187367
NAYARIT,7.0,2.0,73.0,116177.53754919334,MORENA-PT-Partido Verde,5,117470.27883187367
VERACRUZ DE IGNACIO DE LA LLAVE,1.0,2.0,58.0,59428.32329585023,PAN-PRI-PRD,5,60089.59955032832
VERACRUZ DE IGNACIO DE LA LLAVE,7.0,1.0,40.0,63968.11487930197,MORENA-PT-Partido Verde,5,64679.90671638318
VERACRUZ DE IGNACIO DE LA LLAVE,1.0,1.0,41.0,63968.11487930197,PAN-PRI-PRD,5,64679.90671638318
VERACRUZ DE IGNACIO DE LA LLAVE,7.0,1.0,25.0,59204.87705781648,MORENA-PT-Partido Verde,5,59863.66696095283
VERACRUZ DE IGNACIO DE LA LLAVE,1.0,1.0,51.0,71423.93486877157,PAN-PRI-PRD,5,72218.68978546307
VERACRUZ DE IGNACIO DE LA LLAVE,7.0,1.0,52.0,71423.93486877157,MORENA-PT-Partido Verde,5,72218.68978546307
BAJA CALIFORNIA,7.0,2.0,30.0,63202.80192417783,MORENA-PT-Partido Verde,5,63906.07790120443
